version;type_of_upload;pvalue;group_by;filters_;year_;month_1;month_2;month_3;month_4;month_5;month_6;month_7;month_8;month_9;month_10;month_11;month_12;total_by_year
2025.0;budget;03 - Изнашиваемые з/ч - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;05 - Кузовные детали - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;07 - Материалы для ТО - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;08 - Материалы для ТО - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;09 - Масла - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;10 - Масла - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;11 - ЛКМ - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;12 - ЛКМ - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;13 - Автохимия - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;14 - Автохимия - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;15 - Аксессуары - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;16 - Аксессуары - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;17 - Аксессуары - Средний чек;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;18 - Шины и диски - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;20 - Инструмент - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;21 - Инструмент - ЛЕКАР;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;22 - Бутик - Оригинал;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
2025.0;budget;Общий итог;Продуктовые сегменты;НЕПРОФИЛЬ;2025;1;1;1;1;1;1;1;1;1;1;1;1;1
